Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Amp	 1	15986479	15986479	0.744936	0.162607	0.985882	0.258824
Amp	 1	15986857	15986857	0.744936	0.162607	0.985882	0.258824
Amp	 1	15987994	15987994	0.744936	0.162607	0.985882	0.258824
Amp	 1	16257639	16257639	0.744936	0.162607	0.985882	0.258824
Amp	 1	16258911	16258911	0.744936	0.162607	0.985882	0.258824
Amp	 1	16259454	16259454	0.744936	0.162607	0.985882	0.258824
Amp	 1	16263665	16263665	0.744936	0.162607	0.985882	0.258824
Amp	 1	16534648	16534648	0.744936	0.162607	0.985882	0.258824
Amp	 1	16736231	16736231	0.744936	0.162607	0.985882	0.258824
Amp	 1	17559354	17559354	0.744936	0.162607	0.985882	0.258824
Amp	 1	17599926	17599926	0.744936	0.162607	0.985882	0.258824
Amp	 1	18554416	18554416	0.744936	0.162607	0.985882	0.258824
Amp	 1	18808029	18808029	0.744936	0.162607	0.985882	0.258824
Amp	 1	19497330	19497330	0.744936	0.162607	0.985882	0.258824
Amp	 1	19566864	19566864	0.744936	0.162607	0.985882	0.258824
Amp	 1	19635112	19635112	0.744936	0.162607	0.985882	0.258824
Amp	 1	20971120	20971120	0.744936	0.162607	0.985882	0.258824
Amp	 1	21071456	21071456	0.744936	0.162607	0.985882	0.258824
Amp	 1	21220080	21220080	0.744936	0.162607	0.985882	0.258824
Amp	 1	21889628	21889628	0.744936	0.162607	0.985882	0.258824
Amp	 1	22160088	22160088	0.744936	0.162607	0.985882	0.258824
Amp	 1	23637284	23637284	0.744936	0.162607	0.985882	0.258824
Amp	 1	23688541	23688541	0.744936	0.162607	0.985882	0.258824
Amp	 1	23763077	23763077	0.744936	0.162607	0.985882	0.258824
Amp	 1	24411117	24411117	0.744936	0.162607	0.985882	0.258824
Amp	 1	24687499	24687499	0.744936	0.162607	0.985882	0.258824
Amp	 1	24932210	24932210	0.744936	0.162607	0.985882	0.258824
Amp	 1	24978055	24978055	0.744936	0.162607	0.985882	0.258824
Amp	 1	24981549	24981549	0.744936	0.162607	0.985882	0.258824
Amp	 1	24995946	24995946	0.744936	0.162607	0.985882	0.258824
Amp	 1	25140704	25140704	0.744936	0.162607	0.985882	0.258824
Amp	 1	25785062	25785062	0.744936	0.162607	0.985882	0.258824
Amp	 1	26230241	26230241	0.744936	0.162607	0.985882	0.258824
Amp	 1	26448593	26448593	0.744936	0.162607	0.985882	0.258824
Amp	 1	27057839	27057839	0.744936	0.162607	0.985882	0.258824
Amp	 1	27240277	27240277	0.744936	0.162607	0.985882	0.258824
Amp	 1	27426841	27426841	0.744936	0.162607	0.985882	0.258824
Amp	 1	27675590	27675590	0.744936	0.162607	0.985882	0.258824
Amp	 1	27736611	27736611	0.744936	0.162607	0.985882	0.258824
Amp	 1	27875301	27875301	0.744936	0.162607	0.985882	0.258824
Amp	 1	28159281	28159281	0.744936	0.162607	0.985882	0.258824
Amp	 1	28785665	28785665	0.744936	0.162607	0.985882	0.258824
Amp	 1	28793169	28793169	0.744936	0.162607	0.985882	0.258824
Amp	 1	29069252	29069252	0.744936	0.162607	0.985882	0.258824
Amp	 1	31210518	31210518	0.744936	0.162607	0.985882	0.258824
Amp	 1	32126695	32126695	0.744936	0.162607	0.985882	0.258824
Amp	 1	32138048	32138048	0.744936	0.162607	0.985882	0.258824
Amp	 1	32138081	32138081	0.744936	0.162607	0.985882	0.258824
Amp	 1	32163514	32163514	0.744936	0.162607	0.985882	0.258824
Amp	 1	32221713	32221713	0.744936	0.162607	0.985882	0.258824
Amp	 1	32502626	32502626	0.744936	0.162607	0.985882	0.258824
Amp	 1	32673598	32673598	0.744936	0.162607	0.985882	0.258824
Amp	 1	32674870	32674870	0.744936	0.162607	0.985882	0.258824
Amp	 1	33237386	33237386	0.744936	0.162607	0.985882	0.258824
Amp	 1	33820728	33820728	0.744936	0.162607	0.985882	0.258824
Amp	 1	33954237	33954237	0.744936	0.162607	0.985882	0.258824
Amp	 1	33959902	33959902	0.744936	0.162607	0.985882	0.258824
Amp	 1	35260587	35260587	0.744936	0.162607	0.985882	0.258824
Amp	 1	35370137	35370137	0.744936	0.162607	0.985882	0.258824
Amp	 1	35480710	35480710	0.744936	0.162607	0.985882	0.258824
Amp	 1	35846970	35846970	0.744936	0.162607	0.985882	0.258824
Amp	 1	36205008	36205008	0.744936	0.162607	0.985882	0.258824
Amp	 1	36213640	36213640	0.744936	0.162607	0.985882	0.258824
Amp	 1	36226257	36226257	0.744936	0.162607	0.985882	0.258824
Amp	 1	36381124	36381124	0.744936	0.162607	0.985882	0.258824
Amp	 1	36432660	36432660	0.744936	0.162607	0.985882	0.258824
Amp	 1	38040399	38040399	0.744936	0.162607	0.985882	0.258824
Amp	 1	38288208	38288208	0.744936	0.162607	0.985882	0.258824
Amp	 1	39340878	39340878	0.744936	0.162607	0.985882	0.258824
Amp	 1	40126761	40126761	0.744936	0.162607	0.985882	0.258824
Amp	 1	40131751	40131751	0.744936	0.162607	0.985882	0.258824
Amp	 1	40737681	40737681	0.744936	0.162607	0.985882	0.258824
Amp	 1	40780043	40780043	0.744936	0.162607	0.985882	0.258824
Amp	 1	40882611	40882611	0.744936	0.162607	0.985882	0.258824
Amp	 1	40922681	40922681	0.744936	0.162607	0.985882	0.258824
Amp	 1	40929077	40929077	0.744936	0.162607	0.985882	0.258824
Amp	 1	41945114	41945114	0.744936	0.162607	0.985882	0.258824
Amp	 1	42048868	42048868	0.744936	0.162607	0.985882	0.258824
Amp	 1	43632548	43632548	0.744936	0.162607	0.985882	0.258824
Amp	 1	43818439	43818439	0.744936	0.162607	0.985882	0.258824
Amp	 1	43890055	43890055	0.744936	0.162607	0.985882	0.258824
Amp	 1	43896350	43896350	0.744936	0.162607	0.985882	0.258824
Amp	 1	44435921	44435921	0.744936	0.162607	0.985882	0.258824
Amp	 1	44685926	44685926	0.744936	0.162607	0.985882	0.258824
Amp	 1	45120286	45120286	0.744936	0.162607	0.985882	0.258824
Amp	 1	45293720	45293720	0.744936	0.162607	0.985882	0.258824
Amp	 1	45478859	45478859	0.744936	0.162607	0.985882	0.258824
Amp	 1	45478980	45478980	0.744936	0.162607	0.985882	0.258824
Amp	 1	45501950	45501950	0.744936	0.162607	0.985882	0.258824
Amp	 1	45966057	45966057	0.744936	0.162607	0.985882	0.258824
Amp	 1	46158976	46158976	0.744936	0.162607	0.985882	0.258824
Amp	 1	46501179	46501179	0.744936	0.162607	0.985882	0.258824
Amp	 1	46511650	46511650	0.744936	0.162607	0.985882	0.258824
Amp	 1	46726640	46726640	0.744936	0.162607	0.985882	0.258824
Amp	 1	46743791	46743791	0.744936	0.162607	0.985882	0.258824
Amp	 1	47028490	47028490	0.744936	0.162607	0.985882	0.258824
Amp	 1	47150183	47150183	0.744936	0.162607	0.985882	0.258824
Amp	 1	47501700	47501700	0.744936	0.162607	0.985882	0.258824
Amp	 1	47501793	47501793	0.744936	0.162607	0.985882	0.258824
Amp	 1	47515767	47515767	0.744936	0.162607	0.985882	0.258824
Amp	 1	47603318	47603318	0.744936	0.162607	0.985882	0.258824
Amp	 1	47608975	47608975	0.744936	0.162607	0.985882	0.258824
Amp	 1	47746079	47746079	0.744936	0.162607	0.985882	0.258824
Amp	 1	48699429	48699429	0.744936	0.162607	0.985882	0.258824
Amp	 1	51253746	51253746	0.744936	0.162607	0.985882	0.258824
Amp	 1	52226396	52226396	0.744936	0.162607	0.985882	0.258824
Amp	 1	52520755	52520755	0.744936	0.162607	0.985882	0.258824
Amp	 1	52825841	52825841	0.744936	0.162607	0.985882	0.258824
Amp	 1	52841186	52841186	0.744936	0.162607	0.985882	0.258824
Amp	 1	52851590	52851590	0.744936	0.162607	0.985882	0.258824
Amp	 1	52991648	52991648	0.744936	0.162607	0.985882	0.258824
Amp	 1	54433551	54433551	0.744936	0.162607	0.985882	0.258824
Amp	 1	54518677	54518677	0.744936	0.162607	0.985882	0.258824
Amp	 1	54666074	54666074	0.744936	0.162607	0.985882	0.258824
Amp	 1	55139471	55139471	0.744936	0.162607	0.985882	0.258824
Amp	 1	55642065	55642065	0.744936	0.162607	0.985882	0.258824
Amp	 1	57254732	57254732	0.744936	0.162607	0.985882	0.258824
Amp	 1	57258259	57258259	0.744936	0.162607	0.985882	0.258824
Amp	 1	57415310	57415310	0.744936	0.162607	0.985882	0.258824
Amp	 1	58971778	58971778	0.744936	0.162607	0.985882	0.258824
Amp	 1	58996325	58996325	0.744936	0.162607	0.985882	0.258824
Amp	 1	59004617	59004617	0.744936	0.162607	0.985882	0.258824
Amp	 1	59977998	59977998	0.744936	0.162607	0.985882	0.258824
Amp	 1	62393436	62393436	0.744936	0.162607	0.985882	0.258824
Amp	 1	62516657	62516657	0.744936	0.162607	0.985882	0.258824
Amp	 1	62740027	62740027	0.744936	0.162607	0.985882	0.258824
Amp	 1	62740549	62740549	0.744936	0.162607	0.985882	0.258824
Amp	 1	62916612	62916612	0.744936	0.162607	0.985882	0.258824
Amp	 1	63789088	63789088	0.744936	0.162607	0.985882	0.258824
Amp	 1	64475010	64475010	0.744936	0.162607	0.985882	0.258824
Amp	 1	65858297	65858297	0.744936	0.162607	0.985882	0.258824
Amp	 1	66102403	66102403	0.744936	0.162607	0.985882	0.258824
Amp	 1	67147837	67147837	0.744936	0.162607	0.985882	0.258824
Amp	 1	67161129	67161129	0.744936	0.162607	0.985882	0.258824
Amp	 1	68897162	68897162	0.744936	0.162607	0.985882	0.258824
Amp	 1	68962663	68962663	0.744936	0.162607	0.985882	0.258824
Amp	 1	70505151	70505151	0.744936	0.162607	0.985882	0.258824
Amp	 1	70715685	70715685	0.744936	0.162607	0.985882	0.258824
Amp	 1	74808631	74808631	0.744936	0.162607	0.985882	0.258824
Amp	 1	74808631	74808631	0.744936	0.162607	0.985882	0.258824
Amp	 1	74833018	74833018	0.744936	0.162607	0.985882	0.258824
Amp	 1	74833018	74833018	0.744936	0.162607	0.985882	0.258824
Amp	 1	74929164	74929164	0.744936	0.162607	0.985882	0.258824
Amp	 1	74929164	74929164	0.744936	0.162607	0.985882	0.258824
Amp	 1	75037738	75037738	0.744936	0.162607	0.985882	0.258824
Amp	 1	76276410	76276410	0.744936	0.162607	0.985882	0.258824
Amp	 1	77632469	77632469	0.744936	0.162607	0.985882	0.258824
Amp	 1	78478915	78478915	0.744936	0.162607	0.985882	0.258824
Amp	 1	78478996	78478996	0.744936	0.162607	0.985882	0.258824
Amp	 1	79102742	79102742	0.744936	0.162607	0.985882	0.258824
Amp	 1	84377030	84377030	0.744936	0.162607	0.985882	0.258824
Amp	 1	84961668	84961668	0.744936	0.162607	0.985882	0.258824
Amp	 1	85594469	85594469	0.744936	0.162607	0.985882	0.258824
Amp	 1	85724362	85724362	0.744936	0.162607	0.985882	0.258824
Amp	 1	86048276	86048276	0.744936	0.162607	0.985882	0.258824
Amp	 1	86173654	86173654	0.744936	0.162607	0.985882	0.258824
Amp	 1	86249192	86249192	0.744936	0.162607	0.985882	0.258824
Amp	 1	86306924	86306924	0.744936	0.162607	0.985882	0.258824
Amp	 1	86453312	86453312	0.744936	0.162607	0.985882	0.258824
Amp	 1	86487927	86487927	0.744936	0.162607	0.985882	0.258824
Amp	 1	86591567	86591567	0.744936	0.162607	0.985882	0.258824
Amp	 1	86894204	86894204	0.744936	0.162607	0.985882	0.258824
Amp	 1	86900352	86900352	0.744936	0.162607	0.985882	0.258824
Amp	 1	86959179	86959179	0.744936	0.162607	0.985882	0.258824
Amp	 1	89582884	89582884	0.744936	0.162607	0.985882	0.258824
Amp	 1	90400285	90400285	0.744936	0.162607	0.985882	0.258824
Amp	 1	91405388	91405388	0.744936	0.162607	0.985882	0.258824
Amp	 1	91851146	91851146	0.744936	0.162607	0.985882	0.258824
Amp	 1	92442640	92442640	0.744936	0.162607	0.985882	0.258824
Amp	 1	92642714	92642714	0.744936	0.162607	0.985882	0.258824
Amp	 1	94496621	94496621	0.744936	0.162607	0.985882	0.258824
Amp	 1	94639636	94639636	0.744936	0.162607	0.985882	0.258824
Amp	 1	94955492	94955492	0.744936	0.162607	0.985882	0.258824
Amp	 1	97236331	97236331	0.744936	0.162607	0.985882	0.258824
Amp	 1	100350235	100350235	0.744936	0.162607	0.985882	0.258824
Amp	 1	100366380	100366380	0.744936	0.162607	0.985882	0.258824
Amp	 1	100544057	100544057	0.744936	0.162607	0.985882	0.258824
Amp	 1	100598756	100598756	0.744936	0.162607	0.985882	0.258824
Amp	 1	101377681	101377681	0.744936	0.162607	0.985882	0.258824
Amp	 1	102462311	102462311	0.744936	0.162607	0.985882	0.258824
Amp	 1	103379918	103379918	0.744936	0.162607	0.985882	0.258824
Amp	 1	103440390	103440390	0.744936	0.162607	0.985882	0.258824
Amp	 1	103440426	103440426	0.744936	0.162607	0.985882	0.258824
Amp	 1	103444283	103444283	0.744936	0.162607	0.985882	0.258824
Amp	 1	103491102	103491102	0.744936	0.162607	0.985882	0.258824
Amp	 1	104078809	104078809	0.744936	0.162607	0.985882	0.258824
Amp	 1	104116472	104116472	0.744936	0.162607	0.985882	0.258824
Amp	 1	108292109	108292109	0.744936	0.162607	0.985882	0.258824
Amp	 1	108697639	108697639	0.744936	0.162607	0.985882	0.258824
Amp	 1	109716346	109716346	0.744936	0.162607	0.985882	0.258824
Amp	 1	110030304	110030304	0.744936	0.162607	0.985882	0.258824
Amp	 1	110301181	110301181	0.744936	0.162607	0.985882	0.258824
Amp	 1	110740780	110740780	0.744936	0.162607	0.985882	0.258824
Amp	 1	110884033	110884033	0.744936	0.162607	0.985882	0.258824
Amp	 1	110884252	110884252	0.744936	0.162607	0.985882	0.258824
Amp	 1	110950355	110950355	0.744936	0.162607	0.985882	0.258824
Amp	 1	111784946	111784946	0.744936	0.162607	0.985882	0.258824
Amp	 1	111858020	111858020	0.744936	0.162607	0.985882	0.258824
Amp	 1	111891148	111891148	0.744936	0.162607	0.985882	0.258824
Amp	 1	112303889	112303889	0.744936	0.162607	0.985882	0.258824
Amp	 1	113232714	113232714	0.744936	0.162607	0.985882	0.258824
Amp	 1	113237212	113237212	0.744936	0.162607	0.985882	0.258824
Amp	 1	113256141	113256141	0.744936	0.162607	0.985882	0.258824
Amp	 1	114184926	114184926	0.744936	0.162607	0.985882	0.258824
Amp	 1	114225909	114225909	0.744936	0.162607	0.985882	0.258824
Amp	 1	114354355	114354355	0.744936	0.162607	0.985882	0.258824
Amp	 1	114381181	114381181	0.744936	0.162607	0.985882	0.258824
Amp	 1	114500839	114500839	0.744936	0.162607	0.985882	0.258824
Amp	 1	114515806	114515806	0.744936	0.162607	0.985882	0.258824
Amp	 1	114940391	114940391	0.744936	0.162607	0.985882	0.258824
Amp	 1	115268976	115268976	0.744936	0.162607	0.985882	0.258824
Amp	 1	115284254	115284254	0.744936	0.162607	0.985882	0.258824
Amp	 1	120539742	120539742	0.744936	0.162607	0.985882	0.258824
Amp	 1	144852379	144852379	0.744936	0.162607	0.985882	0.258824
Amp	 1	145414804	145414804	0.744936	0.162607	0.985882	0.258824
Amp	 1	145415552	145415552	0.744936	0.162607	0.985882	0.258824
Amp	 1	145439620	145439620	0.744936	0.162607	0.985882	0.258824
Amp	 1	145477289	145477289	0.744936	0.162607	0.985882	0.258824
Amp	 1	145535878	145535878	0.744936	0.162607	0.985882	0.258824
Amp	 1	145539408	145539408	0.744936	0.162607	0.985882	0.258824
Amp	 1	147096282	147096282	0.744936	0.162607	0.985882	0.258824
Amp	 1	147380960	147380960	0.744936	0.162607	0.985882	0.258824
Amp	 1	149901672	149901672	0.744936	0.162607	0.985882	0.258824
Amp	 1	149901711	149901711	0.744936	0.162607	0.985882	0.258824
Amp	 1	149902742	149902742	0.744936	0.162607	0.985882	0.258824
Amp	 1	150315914	150315914	0.744936	0.162607	0.985882	0.258824
Amp	 1	150445701	150445701	0.744936	0.162607	0.985882	0.258824
Amp	 1	150470214	150470214	0.744936	0.162607	0.985882	0.258824
Amp	 1	150482428	150482428	0.744936	0.162607	0.985882	0.258824
Amp	 1	150484126	150484126	0.744936	0.162607	0.985882	0.258824
Amp	 1	150526375	150526375	0.744936	0.162607	0.985882	0.258824
Amp	 1	150785811	150785811	0.744936	0.162607	0.985882	0.258824
Amp	 1	150922939	150922939	0.744936	0.162607	0.985882	0.258824
Amp	 1	151020856	151020856	0.744936	0.162607	0.985882	0.258824
Amp	 1	151089880	151089880	0.744936	0.162607	0.985882	0.258824
Amp	 1	151105810	151105810	0.744936	0.162607	0.985882	0.258824
Amp	 1	151315065	151315065	0.744936	0.162607	0.985882	0.258824
Amp	 1	151378887	151378887	0.744936	0.162607	0.985882	0.258824
Amp	 1	151611462	151611462	0.744936	0.162607	0.985882	0.258824
Amp	 1	151787484	151787484	0.744936	0.162607	0.985882	0.258824
Amp	 1	152282671	152282671	0.744936	0.162607	0.985882	0.258824
Amp	 1	152484147	152484147	0.744936	0.162607	0.985882	0.258824
Amp	 1	152636868	152636868	0.744936	0.162607	0.985882	0.258824
Amp	 1	152659369	152659369	0.744936	0.162607	0.985882	0.258824
Amp	 1	152671415	152671415	0.744936	0.162607	0.985882	0.258824
Amp	 1	152681601	152681601	0.744936	0.162607	0.985882	0.258824
Amp	 1	152681655	152681655	0.744936	0.162607	0.985882	0.258824
Amp	 1	152733269	152733269	0.744936	0.162607	0.985882	0.258824
Amp	 1	152748909	152748909	0.744936	0.162607	0.985882	0.258824
Amp	 1	152784984	152784984	0.744936	0.162607	0.985882	0.258824
Amp	 1	152800028	152800028	0.744936	0.162607	0.985882	0.258824
Amp	 1	152975582	152975582	0.744936	0.162607	0.985882	0.258824
Amp	 1	153190868	153190868	0.744936	0.162607	0.985882	0.258824
Amp	 1	153633758	153633758	0.744936	0.162607	0.985882	0.258824
Amp	 1	153751918	153751918	0.744936	0.162607	0.985882	0.258824
Amp	 1	153910251	153910251	0.744936	0.162607	0.985882	0.258824
Amp	 1	153941536	153941536	0.744936	0.162607	0.985882	0.258824
Amp	 1	154227682	154227682	0.744936	0.162607	0.985882	0.258824
Amp	 1	154932246	154932246	0.744936	0.162607	0.985882	0.258824
Amp	 1	155028692	155028692	0.744936	0.162607	0.985882	0.258824
Amp	 1	155257818	155257818	0.744936	0.162607	0.985882	0.258824
Amp	 1	155311794	155311794	0.744936	0.162607	0.985882	0.258824
Amp	 1	155385682	155385682	0.744936	0.162607	0.985882	0.258824
Amp	 1	155630181	155630181	0.744936	0.162607	0.985882	0.258824
Amp	 1	155630217	155630217	0.744936	0.162607	0.985882	0.258824
Amp	 1	155735347	155735347	0.744936	0.162607	0.985882	0.258824
Amp	 1	155796813	155796813	0.744936	0.162607	0.985882	0.258824
Amp	 1	155838143	155838143	0.744936	0.162607	0.985882	0.258824
Amp	 1	155851121	155851121	0.744936	0.162607	0.985882	0.258824
Amp	 1	156236117	156236117	0.744936	0.162607	0.985882	0.258824
Amp	 1	156263873	156263873	0.744936	0.162607	0.985882	0.258824
Amp	 1	156264698	156264698	0.744936	0.162607	0.985882	0.258824
Amp	 1	156521552	156521552	0.744936	0.162607	0.985882	0.258824
Amp	 1	156622214	156622214	0.744936	0.162607	0.985882	0.258824
Amp	 1	156641908	156641908	0.744936	0.162607	0.985882	0.258824
Amp	 1	156642880	156642880	0.744936	0.162607	0.985882	0.258824
Amp	 1	156813016	156813016	0.744936	0.162607	0.985882	0.258824
Amp	 1	156814027	156814027	0.744936	0.162607	0.985882	0.258824
Amp	 1	156876525	156876525	0.744936	0.162607	0.985882	0.258824
Amp	 1	156911181	156911181	0.744936	0.162607	0.985882	0.258824
Amp	 1	156917116	156917116	0.744936	0.162607	0.985882	0.258824
Amp	 1	157068595	157068595	0.744936	0.162607	0.985882	0.258824
Amp	 1	157069158	157069158	0.744936	0.162607	0.985882	0.258824
Amp	 1	157095003	157095003	0.744936	0.162607	0.985882	0.258824
Amp	 1	158262476	158262476	0.744936	0.162607	0.985882	0.258824
Amp	 1	158517195	158517195	0.744936	0.162607	0.985882	0.258824
Amp	 1	158532460	158532460	0.744936	0.162607	0.985882	0.258824
Amp	 1	158548821	158548821	0.744936	0.162607	0.985882	0.258824
Amp	 1	158725237	158725237	0.744936	0.162607	0.985882	0.258824
Amp	 1	158813144	158813144	0.744936	0.162607	0.985882	0.258824
Amp	 1	158943507	158943507	0.744936	0.162607	0.985882	0.258824
Amp	 1	159175510	159175510	0.744936	0.162607	0.985882	0.258824
Amp	 1	159902438	159902438	0.744936	0.162607	0.985882	0.258824
Amp	 1	160265609	160265609	0.744936	0.162607	0.985882	0.258824
Amp	 1	160326934	160326934	0.744936	0.162607	0.985882	0.258824
Amp	 1	160654913	160654913	0.744936	0.162607	0.985882	0.258824
Amp	 1	160806025	160806025	0.744936	0.162607	0.985882	0.258824
Amp	 1	160811529	160811529	0.744936	0.162607	0.985882	0.258824
Amp	 1	161139807	161139807	0.744936	0.162607	0.985882	0.258824
Amp	 1	161141712	161141712	0.744936	0.162607	0.985882	0.258824
Amp	 1	161176206	161176206	0.744936	0.162607	0.985882	0.258824
Amp	 1	161476358	161476358	0.744936	0.162607	0.985882	0.258824
Amp	 1	161483700	161483700	0.744936	0.162607	0.985882	0.258824
Amp	 1	161771950	161771950	0.744936	0.162607	0.985882	0.258824
Amp	 1	162824562	162824562	0.744936	0.162607	0.985882	0.258824
Amp	 1	164532507	164532507	0.744936	0.162607	0.985882	0.258824
Amp	 1	166991043	166991043	0.744936	0.162607	0.985882	0.258824
Amp	 1	167659311	167659311	0.744936	0.162607	0.985882	0.258824
Amp	 1	167973804	167973804	0.744936	0.162607	0.985882	0.258824
Amp	 1	168250474	168250474	0.744936	0.162607	0.985882	0.258824
Amp	 1	169519934	169519934	0.744936	0.162607	0.985882	0.258824
Amp	 1	169572434	169572434	0.744936	0.162607	0.985882	0.258824
Amp	 1	169699590	169699590	0.744936	0.162607	0.985882	0.258824
Amp	 1	169806114	169806114	0.744936	0.162607	0.985882	0.258824
Amp	 1	169806147	169806147	0.744936	0.162607	0.985882	0.258824
Amp	 1	169812828	169812828	0.744936	0.162607	0.985882	0.258824
Amp	 1	169823778	169823778	0.744936	0.162607	0.985882	0.258824
Amp	 1	169823934	169823934	0.744936	0.162607	0.985882	0.258824
Amp	 1	171173065	171173065	0.744936	0.162607	0.985882	0.258824
Amp	 1	171178046	171178046	0.744936	0.162607	0.985882	0.258824
Amp	 1	171526974	171526974	0.744936	0.162607	0.985882	0.258824
Amp	 1	172357718	172357718	0.744936	0.162607	0.985882	0.258824
Amp	 1	173010811	173010811	0.744936	0.162607	0.985882	0.258824
Amp	 1	173780304	173780304	0.744936	0.162607	0.985882	0.258824
Amp	 1	173873040	173873040	0.744936	0.162607	0.985882	0.258824
Amp	 1	173873106	173873106	0.744936	0.162607	0.985882	0.258824
Amp	 1	173907923	173907923	0.744936	0.162607	0.985882	0.258824
Amp	 1	174983941	174983941	0.744936	0.162607	0.985882	0.258824
Amp	 1	177245469	177245469	0.744936	0.162607	0.985882	0.258824
Amp	 1	179051325	179051325	0.744936	0.162607	0.985882	0.258824
Amp	 1	179437662	179437662	0.744936	0.162607	0.985882	0.258824
Amp	 1	179520336	179520336	0.744936	0.162607	0.985882	0.258824
Amp	 1	179561932	179561932	0.744936	0.162607	0.985882	0.258824
Amp	 1	179609549	179609549	0.744936	0.162607	0.985882	0.258824
Amp	 1	179989296	179989296	0.744936	0.162607	0.985882	0.258824
Amp	 1	181754880	181754880	0.744936	0.162607	0.985882	0.258824
Amp	 1	182026709	182026709	0.744936	0.162607	0.985882	0.258824
Amp	 1	183095383	183095383	0.744936	0.162607	0.985882	0.258824
Amp	 1	183192429	183192429	0.744936	0.162607	0.985882	0.258824
Amp	 1	183195875	183195875	0.744936	0.162607	0.985882	0.258824
Amp	 1	183259333	183259333	0.744936	0.162607	0.985882	0.258824
Amp	 1	183513543	183513543	0.744936	0.162607	0.985882	0.258824
Amp	 1	183514098	183514098	0.744936	0.162607	0.985882	0.258824
Amp	 1	183534862	183534862	0.744936	0.162607	0.985882	0.258824
Amp	 1	183616949	183616949	0.744936	0.162607	0.985882	0.258824
Amp	 1	184764898	184764898	0.744936	0.162607	0.985882	0.258824
Amp	 1	184777320	184777320	0.744936	0.162607	0.985882	0.258824
Amp	 1	185269142	185269142	0.744936	0.162607	0.985882	0.258824
Amp	 1	185892528	185892528	0.744936	0.162607	0.985882	0.258824
Amp	 1	186059983	186059983	0.744936	0.162607	0.985882	0.258824
Amp	 1	186064504	186064504	0.744936	0.162607	0.985882	0.258824
Amp	 1	186114628	186114628	0.744936	0.162607	0.985882	0.258824
Amp	 1	186134294	186134294	0.744936	0.162607	0.985882	0.258824
Amp	 1	192779349	192779349	0.744936	0.162607	0.985882	0.258824
Amp	 1	193051753	193051753	0.744936	0.162607	0.985882	0.258824
Amp	 1	196654302	196654302	0.744936	0.162607	0.985882	0.258824
Amp	 1	196714977	196714977	0.744936	0.162607	0.985882	0.258824
Amp	 1	197404172	197404172	0.744936	0.162607	0.985882	0.258824
Amp	 1	198682154	198682154	0.744936	0.162607	0.985882	0.258824
Amp	 1	200586752	200586752	0.744936	0.162607	0.985882	0.258824
Amp	 1	200587313	200587313	0.744936	0.162607	0.985882	0.258824
Amp	 1	200817756	200817756	0.744936	0.162607	0.985882	0.258824
Amp	 1	201182618	201182618	0.744936	0.162607	0.985882	0.258824
Amp	 1	201186490	201186490	0.744936	0.162607	0.985882	0.258824
Amp	 1	201618362	201618362	0.744936	0.162607	0.985882	0.258824
Amp	 1	202121688	202121688	0.744936	0.162607	0.985882	0.258824
Amp	 1	202715288	202715288	0.744936	0.162607	0.985882	0.258824
Amp	 1	202889017	202889017	0.744936	0.162607	0.985882	0.258824
Amp	 1	203188940	203188940	0.744936	0.162607	0.985882	0.258824
